ID,Parent_ID,SampleType,NCBITaxonomy,Type,NCBIRank,Group_Size,Interventions,Community_composition
246201,28037,G000027165 | Streptococcus mitis NCTC 12261,strain,NA,NA,NA,NA,NA
272559,817,G000009925 | Bacteroides fragilis NCTC 9343,strain,NA,NA,NA,NA,NA
316435,562,G000008865 | Escherichia coli Nissle 1917,strain,NA,NA,NA,NA,NA
322159,1308,G000253395 | Streptococcus thermophilus LMD-9,strain,NA,NA,NA,NA,NA
324831,1596,G000014425 | Lactobacillus gasseri ATCC 33323 = JCM 1131,strain,NA,NA,NA,NA,NA
349741,239935,G000020225 | Akkermansia muciniphila ATCC BAA-835,strain,NA,NA,NA,NA,NA
367928,1680,G000010425 | Bifidobacterium adolescentis ATCC 15703,strain,NA,NA,NA,NA,NA
411459,40520,G000153905 | Blautia obeum ATCC 29174,strain,NA,NA,NA,NA,NA
411460,33039,G000153925 | Ruminococcus torques ATCC 27756,strain,NA,NA,NA,NA,NA
411461,39486,G000169235 | Dorea formicigenerans ATCC 27755,strain,NA,NA,NA,NA,NA
411462,88431,G000154065 | Dorea longicatena DSM 13814,strain,NA,NA,NA,NA,NA
411463,39496,G000153885 | Eubacterium ventriosum ATCC 27560,strain,NA,NA,NA,NA,NA
411464,901,G000156375 | Desulfovibrio piger ATCC 29098,strain,NA,NA,NA,NA,NA
411468,29347,G000154505 | Clostridium scindens ATCC 35704,strain,NA,NA,NA,NA,NA
411469,39488,G000173975 | Anaerobutyricum hallii DSM 3353,strain,NA,NA,NA,NA,NA
411470,33038,G025152275 | Mediterraneibacter gnavus ATCC 29149,strain,NA,NA,NA,NA,NA
411471,214851,G000157955 | Subdoligranulum variabile DSM 15176,strain,NA,NA,NA,NA,NA
411474,33043,G000154425 | Coprococcus eutactus ATCC 27759,strain,NA,NA,NA,NA,NA
411476,28116,G000154125 | Bacteroides ovatus ATCC 8483,strain,NA,NA,NA,NA,NA
411477,46503,G000154105 | Parabacteroides merdae ATCC 43184,strain,NA,NA,NA,NA,NA
411479,820,G000154205 | Bacteroides uniformis ATCC 8492,strain,NA,NA,NA,NA,NA
411481,1680,G000010425 | Bifidobacterium adolescentis L2-32,strain,NA,NA,NA,NA,NA
411490,105841,G000154305 | Anaerostipes caccae L1-92,strain,NA,NA,NA,NA,NA
411901,47678,G000169015 | Bacteroides caccae ATCC 43185,strain,NA,NA,NA,NA,NA
411902,208479,G000154365 | Enterocloster bolteae ATCC BAA-613,strain,NA,NA,NA,NA,NA
411903,74426,G000169035 | Collinsella aerofaciens ATCC 25986,strain,NA,NA,NA,NA,NA
428125,1535,G000154345 | Clostridium leptum DSM 753,strain,NA,NA,NA,NA,NA
428126,29348,G000154805 | Thomasclavelia spiroformis DSM 1552,strain,NA,NA,NA,NA,NA
428127,31971,G000154285 | Amedibacillus dolichus DSM 3991,strain,NA,NA,NA,NA,NA
428128,39492,G000382085 | Eubacterium siraeum DSM 15702,strain,NA,NA,NA,NA,NA
435590,821,G000012825 | Phocaeicola vulgatus ATCC 8482,strain,NA,NA,NA,NA,NA
435591,823,G000012845 | Parabacteroides distasonis ATCC 8503,strain,NA,NA,NA,NA,NA
435832,488,G000186165 | Neisseria mucosa C102,strain,NA,NA,NA,NA,NA
445970,28117,G000154465 | Alistipes putredinis DSM 17216,strain,NA,NA,NA,NA,NA
445971,214853,G000154825 | Anaerofustis stercorihominis DSM 17244,strain,NA,NA,NA,NA,NA
445972,169435,G000154565 | Anaerotruncus colihominis DSM 17241,strain,NA,NA,NA,NA,NA
445973,261299,G000154445 | Intestinibacter bartlettii DSM 16795,strain,NA,NA,NA,NA,NA
445975,147206,G000156215 | Collinsella stercoris DSM 13279,strain,NA,NA,NA,NA,NA
449673,46506,G000154525 | Bacteroides stercoris ATCC 43183,strain,NA,NA,NA,NA,NA
451640,100886,G025148785 | Catenibacterium mitsuokai DSM 15897,strain,NA,NA,NA,NA,NA
457424,817,G000157015 | Bacteroides fragilis 3_1_12,strain,NA,NA,NA,NA,NA
465515,1270,G000023205 | Micrococcus luteus NCTC 2665,strain,NA,NA,NA,NA,NA
470145,310298,G000154845 | Phocaeicola coprocola DSM 17136,strain,NA,NA,NA,NA,NA
470146,410072,G000155875 | Coprococcus comes ATCC 27758,strain,NA,NA,NA,NA,NA
471870,329854,G000172175 | Bacteroides intestinalis DSM 17393,strain,NA,NA,NA,NA,NA
471875,46228,G000155205 | Ruminococcus lactaris ATCC 29176,strain,NA,NA,NA,NA,NA
476272,53443,G000157975 | Blautia hydrogenotrophica DSM 10507,strain,NA,NA,NA,NA,NA
478749,168384,G000173815 | Marvinbryantia formatexigens DSM 14469,strain,NA,NA,NA,NA,NA
479437,84112,G000024265 | Eggerthella lenta DSM 2243,strain,NA,NA,NA,NA,NA
483215,338188,G000156195 | Bacteroides finegoldii DSM 17565,strain,NA,NA,NA,NA,NA
483216,28111,G000155815 | Bacteroides eggerthii DSM 20697,strain,NA,NA,NA,NA,NA
483217,357276,G000156075 | Phocaeicola dorei DSM 17855,strain,NA,NA,NA,NA,NA
483218,384638,G000434155 | Bacteroides pectinophilus ATCC 43243,strain,NA,NA,NA,NA,NA
484018,310297,G000187895 | Phocaeicola plebeius DSM 17135,strain,NA,NA,NA,NA,NA
491074,1351,G000007785 | Enterococcus faecalis TX0104,strain,NA,NA,NA,NA,NA
500632,29361,G000431655 | Clostridium nexile DSM 1787,strain,NA,NA,NA,NA,NA
500635,52226,G000155955 | Mitsuokella multacida DSM 20544,strain,NA,NA,NA,NA,NA
511680,45851,G000156015 | Eshraghiella crossota DSM 2876,strain,NA,NA,NA,NA,NA
515619,39491,G000020605 | Agathobacter rectalis ATCC 33656,strain,NA,NA,NA,NA,NA
515620,39485,G000146185 | Lachnospira eligens ATCC 27750,strain,NA,NA,NA,NA,NA
518634,1685,G001025175 | Bifidobacterium breve DSM 20213 = JCM 1192,strain,NA,NA,NA,NA,NA
518636,333367,G000158075 | Clostridium asparagiforme DSM 15981,strain,NA,NA,NA,NA,NA
518637,1735,G000156655 | Holdemanella biformis DSM 3989,strain,NA,NA,NA,NA,NA
525279,1352,G000174395 | Enterococcus faecium TX1330,strain,NA,NA,NA,NA,NA
525338,337330,G000203855 | Lactiplantibacillus plantarum subsp. plantarum ATCC 14917 = JCM 1149 = CGMCC 1.2437,strain,NA,NA,NA,NA,NA
525341,1598,G000016825 | Limosilactobacillus reuteri CF48-3A,strain,NA,NA,NA,NA,NA
525362,1623,Ligilactobacillus ruminis ATCC 25644,strain,NA,NA,NA,NA,NA
536231,166486,G000156535 | Roseburia intestinalis L1-82,strain,NA,NA,NA,NA,NA
537006,387661,G000307375 | Parabacteroides johnsonii DSM 18315,strain,NA,NA,NA,NA,NA
537007,1322,G000156675 | Blautia hansenii DSM 20583,strain,NA,NA,NA,NA,NA
537011,165179,G000157935 | Segatella copri DSM 18205,strain,NA,NA,NA,NA,NA
537012,246787,G001318345 | Bacteroides cellulosilyticus DSM 14838,strain,NA,NA,NA,NA,NA
537013,84026,G000158655 | Clostridium methylpentosum DSM 5476,strain,NA,NA,NA,NA,NA
545696,61171,G000157995 | Holdemania filiformis DSM 12042,strain,NA,NA,NA,NA,NA
546273,39778,G000024945 | Veillonella dispar DSM 20735,strain,NA,NA,NA,NA,NA
547042,387090,G000157915 | Phocaeicola coprophilus DSM 18228 = JCM 13818,strain,NA,NA,NA,NA,NA
547043,28026,G001025215 | Bifidobacterium pseudocatenulatum DSM 20438 = JCM 1200 = LMG 10505,strain,NA,NA,NA,NA,NA
553973,89153,G000156515 | Clostridium hylemonae DSM 15053,strain,NA,NA,NA,NA,NA
556260,357276,G000158335 | Phocaeicola dorei 5_1_36/D4,strain,NA,NA,NA,NA,NA
559301,1596,G000014425 | Lactobacillus gasseri MV-22,strain,NA,NA,NA,NA,NA
566550,154046,G000160095 | Hungatella hathewayi DSM 13479,strain,NA,NA,NA,NA,NA
566552,1686,G001025195 | Bifidobacterium catenulatum DSM 16992 = JCM 1194 = LMG 11043,strain,NA,NA,NA,NA,NA
591001,905,G000025305 | Acidaminococcus fermentans DSM 20731,strain,NA,NA,NA,NA,NA
610130,84030,G000144625 | Clostridium saccharolyticum WM1,strain,NA,NA,NA,NA,NA
622312,360807,G000174195 | Roseburia inulinivorans DSM 16841,strain,NA,NA,NA,NA,NA
633147,133926,G000143845 | Olsenella uli DSM 7084,strain,NA,NA,NA,NA,NA
638301,46124,G000160675 | Granulicatella adiacens ATCC 49175,strain,NA,NA,NA,NA,NA
649764,84109,G000162875 | Slackia exigua ATCC 700122,strain,NA,NA,NA,NA,NA
657321,40518,G004554925 | Ruminococcus bromii L2-63,strain,NA,NA,NA,NA,NA
663278,253239,G000178115 | Ethanoligenens harbinense YUAN-3,strain,NA,NA,NA,NA,NA
667015,376805,G000190575 | Phocaeicola salanitronis DSM 18170,strain,NA,NA,NA,NA,NA
679190,28127,Hoylesella buccalis ATCC 35310,strain,NA,NA,NA,NA,NA
679935,214856,G000265365 | Alistipes finegoldii DSM 17242,strain,NA,NA,NA,NA,NA
709991,28118,G000190535 | Odoribacter splanchnicus DSM 20712,strain,NA,NA,NA,NA,NA
716541,336306,G000025565 | Enterobacter cloacae subsp. cloacae DSM 30054,strain,NA,NA,NA,NA,NA
717959,328814,G025145845 | Alistipes shahii WAL 8301,strain,NA,NA,NA,NA,NA
742725,626932,G025144995 | Alistipes indistinctus YIT 12060,strain,NA,NA,NA,NA,NA
768726,1458253,G000027165 | Streptococcus mitis bv2 F0392,strain,NA,NA,NA,NA,NA
858695,1685,G001025175 | Bifidobacterium breve EX336960VC19,strain,NA,NA,NA,NA,NA
999416,823,G000012845 | Parabacteroides distasonis CL03T12C09,strain,NA,NA,NA,NA,NA
999418,328812,G000969835 | Parabacteroides goldsteinii CL02T12C30,strain,NA,NA,NA,NA,NA
999420,46503,G000433955 | Parabacteroides merdae CL03T12C32,strain,NA,NA,NA,NA,NA
1002367,363265,G000235885 | Leyella stercorea DSM 18206,strain,NA,NA,NA,NA,NA
1033732,1288121,G000312145 | Alistipes senegalensis JC50,strain,NA,NA,NA,NA,NA
1088720,47715,G000195375 | Lacticaseibacillus rhamnosus ATCC 8530,strain,NA,NA,NA,NA,NA
1121098,204516,G000312445 | Phocaeicola massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223,strain,NA,NA,NA,NA,NA
1121115,418240,G000153905 | Blautia wexlerae DSM 19850,strain,NA,NA,NA,NA,NA
1121130,544645,G000519105 | Butyricimonas virosa DSM 23226,strain,NA,NA,NA,NA,NA
1123075,438033,G000425525 | Ruminococcus gauvreauii DSM 19829,strain,NA,NA,NA,NA,NA
1123263,102148,G000425005 | Solobacterium moorei DSM 22971,strain,NA,NA,NA,NA,NA
1158629,1351,G000007785 | Enterococcus faecalis EnGen0248,strain,NA,NA,NA,NA,NA
1161743,1679,G000007525 | Bifidobacterium longum subsp. longum 44B,strain,NA,NA,NA,NA,NA
1169286,1351,G000007785 | Enterococcus faecalis DSM 20478,strain,NA,NA,NA,NA,NA
1203611,328813,G000154465 | Alistipes onderdonkii WAL 8169 = DSM 19147,strain,NA,NA,NA,NA,NA
1211813,1470347,G000321205 | Alistipes ihumii AP11,strain,NA,NA,NA,NA,NA
1236512,691816,G000009925 | Bacteroides rodentium DSM 26882,strain,NA,NA,NA,NA,NA
1384484,2864143,G000478885 | Adlercreutzia equolifaciens DSM 19450,strain,NA,NA,NA,NA,NA
1408428,35833,G000701705 | Bilophila wadsworthia ATCC 49260,strain,NA,NA,NA,NA,NA
1,NA,Root,NA,NA,NA,NA,NA,NA
2,1,Origin,NA,NA,NA,NA,NA,NA
3,2,Host,NA,NA,NA,NA,NA,NA
4,2,Food,NA,NA,NA,NA,NA,NA
5,2,Environment,NA,NA,NA,NA,NA,NA
6,2,Protein screening,NA,NA,NA,NA,NA,NA
7,2,Microbial,NA,NA,NA,NA,NA,NA
8,3,Host human,9606|Homo sapiens,NA,NA,NA,NA,NA
9,3,Host mice,10090|Mus musculus,NA,NA,NA,NA,NA
10,3,Host pig,Sus scrofa,NA,NA,NA,NA,NA
11,3,Host Caenorhabditis elegans,6239|Caenorhabditis elegans,NA,NA,NA,NA,NA
12,3,animal,NA,NA,NA,NA,NA,NA
13,4,Simple food,NA,NA,NA,NA,NA,NA
14,4,Complex food,NA,NA,NA,NA,NA,NA
15,5,Soil,NA,NA,NA,NA,NA,NA
16,5,Ocean,NA,NA,NA,NA,NA,NA
17,7,Defined_Community,NA,NA,NA,NA,NA,NA
18,17,Defined_Community_healthy,NA,NA,NA,NA,NA,NA
19,17,Defined_Community_disease,NA,NA,NA,NA,NA,NA
20,7,Undefined_Community,NA,NA,NA,NA,NA,NA
21,7,Defined_monocultures,NA,NA,NA,NA,NA,NA
22,18,Skin_healthy,NA,NA,NA,NA,NA,Corynebacterium afermentans subsp. afermentans CIP 103499; Cutibacterium acnes ATCC KPA171202; Micrococcus luteus NCTC 2665; Staphylococcus capitis subsp. capitis strain LK 499; Staphylococcus epidermidis ATCC 12228; Staphylococcus hominis subsp. hominis strain DM 122; Staphylococcus warneri AW 25; Streptococcus mitis NCTC 12261
23,18,Gut_healthy,NA,NA,NA,NA,NA,NA
24,19,Gut_disease,NA,NA,NA,NA,NA,NA
25,18,Urine_healthy,NA,NA,NA,NA,NA,NA
26,18,Nasal_healthy,NA,NA,NA,NA,NA,NA
27,17,Rhizosphere,NA,NA,NA,NA,NA,NA
28,17,Phyllosphere,NA,NA,NA,NA,NA,NA
29,23,Full_syncom,NA,NA,NA,NA,NA,Bacteroides intestinalis DSM 17393; Catenibacterium mitsuokai DSM 15897; Clostridium asparagiforme DSM 15981; Faecalibacterium prausnitzii A2-165; Dorea longicatena DSM 13814; Bacteroides xylanisolvens DSMZ 18836; Butyricimonas virosa DSM 23226; Bacteroides fragilis 3_1_12; Bacteroides dorei DSM 17855; Bacteroides eggerthii DSM 20697; Eubacterium rectale ATCC 33656; Anaerostipes caccae DSM 14662; Clostridium bolteae ATCC BAA-613; Eubacterium ventriosum ATCC 27560; Clostridium hathewayi DSM 13479; Oscillibacter sp. KLE 1728; Bacteroides ovatus ATCC 8483; Bacteroides dorei 5_1_36/D4; Bifidobacterium pseudocatenulatum DSM 20438; Collinsella aerofaciens ATCC 25986; Clostridium saccharolyticum WM1; Lactobacillus ruminis ATCC 25644; Ruminococcus lactaris ATCC 29176; Bacteroides sp. 3_1_19; Roseburia intestinalis L1-82; Bacteroides sp. 2_1_16; Ruminococcus gauvreauii DSM 19829; Granulicatella adiacens ATCC 49175; Mitsuokella multacida DSM 20544; Bacteroides uniformis ATCC 8492; Dorea formicigenerans ATCC 27755; Blautia hansenii DSM 20583; Ruminococcus gnavus ATCC 29149; Odoribacter splanchnicus DSM 20712; Bacteroides cellulosilyticus DSM 14838; Clostridium scindens ATCC 35704; Eubacterium eligens ATCC 27750; Bacteroides pectinophilus ATCC 43243; Bacteroides thetaiotaomicron VPI-5482; Bacteroides vulgatus ATCC 8482; Bifidobacterium breve DSM 20213; Alistipes onderdonkii DSM 19147; Parabacteroides sp. D13; Subdoligranulum variabile DSM 15176; Clostridium sp. L2-50; Clostridium sp. M62/1; Bacteroides sp. 9_1_42FAA; Acidaminococcus fermentans DSM 20731; Bacteroides sp. D2; Parabacteroides johnsonii DSM 18315; Acidaminococcus intestini sp. D21; Bacteroides rodentium DSM 26882; Alistipes putredinis DSM 17216; Bacteroides stercoris ATCC 43183; Thomasclavelia spiroformis DSM 1552; Ruminococcus torques ATCC 27756; Bifidobacterium catenulatum DSM 16992; Intestinimonas butyriciproducens DSM 26588; Butyrivibrio crossotus DSM 2876; Parabacteroides distasonis ATCC 8503; Akkermansia muciniphila ATCC BAA-835; Desulfovibrio piger ATCC 29098; Coprococcus comes ATCC 27758; Prevotella buccae D17; Alistipes ihumii AP11; Alistipes finegoldii DSM 17242; Alistipes indistinctus YIT 12060; Parabacteroides merdae ATCC 43184; Alistipes shahii WAL 8301; Eubacterium dolichum DSM 3991; Bacteroides sp. 1_1_6; Ethanoligenens harbinense YUAN-3; Bacteroides sp. 2_1_22; Prevotella copri DSM 18205; Prevotella buccalis ATCC 35310; Collinsella stercoris DSM 13279; Bacteroides caccae ATCC 43185; Anaerotruncus colihominis DSM 17241; Clostridium hylemonae DSM 15053; Bacteroides coprophilus DSM 18228; Roseburia inulinivorans DSM 16841; Bacteroides finegoldii DSM 17565; Coprococcus eutactus ATCC 27759; Eubacterium hallii DSM 3353; Blautia wexlerae DSM 19850; Bryantella formatexigens DSM 14469; Bacteroides plebeius DSM 17135; Blautia hydrogenotrophica DSM 10507; Streptococcus thermophilus LMD-9; Adlercreutzia equolifaciens DSM 19450; Slackia exigua ATCC 700122; Olsenella uli DSM 7084; Solobacterium moorei DSM 22971; Ruminococcus obeum ATCC 29174; Ruminococcus bromii ATCC (L2-63); Clostridium methylpentosum DSM 5476; Clostridium leptum DSM 753; Clostridium nexile DSM 1787; Megasphaera sp. DSMZ 102144; Anaerofustis stercorihominis DSM 17244; Alistipes senegalensis JC50; Burkholderiales bacterium 1_1_47; Subdoligranulum sp. 4_3_54A2FAA; Clostridium bartlettii DSM 16795; Eggerthella lenta DSM 2243; Blautia sp. KLE 1732; Eubacterium biforme/Holdemanella biformis DSM 3989; Clostridium sp. VPI C48-50; Bilophila wadsworthia ATCC 49260; Holdemania filiformis DSM 12042; Eubacterium siraeum DSM 15702
30,23,Syncom_reduced,NA,NA,NA,NA,NA,Bacteroides intestinalis DSM 17393; Catenibacterium mitsuokai DSM 15897; Clostridium asparagiforme DSM 15981; Faecalibacterium prausnitzii A2-165; Dorea longicatena DSM 13814; Bacteroides xylanisolvens DSMZ 18836; Butyricimonas virosa DSM 23226; Bacteroides fragilis 3_1_12; Bacteroides dorei DSM 17855; Bacteroides eggerthii DSM 20697; Eubacterium rectale ATCC 33656; Anaerostipes caccae DSM 14662; Clostridium bolteae ATCC BAA-613; Eubacterium ventriosum ATCC 27560; Clostridium hathewayi DSM 13479; Oscillibacter sp. KLE 1728; Bacteroides ovatus ATCC 8483; Bacteroides dorei 5_1_36/D4; Bifidobacterium pseudocatenulatum DSM 20438; Collinsella aerofaciens ATCC 25986; Clostridium saccharolyticum WM1; Lactobacillus ruminis ATCC 25644; Ruminococcus lactaris ATCC 29176; Bacteroides sp. 3_1_19; Roseburia intestinalis L1-82; Bacteroides sp. 2_1_16; Ruminococcus gauvreauii DSM 19829; Granulicatella adiacens ATCC 49175; Mitsuokella multacida DSM 20544; Bacteroides uniformis ATCC 8492; Dorea formicigenerans ATCC 27755; Blautia hansenii DSM 20583; Ruminococcus gnavus ATCC 29149; Odoribacter splanchnicus DSM 20712; Bacteroides cellulosilyticus DSM 14838; Clostridium scindens ATCC 35704; Eubacterium eligens ATCC 27750; Bacteroides pectinophilus ATCC 43243; Bacteroides thetaiotaomicron VPI-5482; Bacteroides vulgatus ATCC 8482; Bifidobacterium breve DSM 20213; Alistipes onderdonkii DSM 19147; Parabacteroides sp. D13; Subdoligranulum variabile DSM 15176; Clostridium sp. L2-50; Clostridium sp. M62/1; Bacteroides sp. 9_1_42FAA; Acidaminococcus fermentans DSM 20731; Bacteroides sp. D2; Parabacteroides johnsonii DSM 18315; Acidaminococcus intestini sp. D21; Bacteroides rodentium DSM 26882; Alistipes putredinis DSM 17216; Bacteroides stercoris ATCC 43183; Thomasclavelia spiroformis DSM 1552; Ruminococcus torques ATCC 27756; Bifidobacterium catenulatum DSM 16992; Intestinimonas butyriciproducens DSM 26588; Butyrivibrio crossotus DSM 2876; Parabacteroides distasonis ATCC 8503; Akkermansia muciniphila ATCC BAA-835; Desulfovibrio piger ATCC 29098; Prevotella buccae D17; Alistipes ihumii AP11; Alistipes finegoldii DSM 17242; Alistipes indistinctus YIT 12060; Parabacteroides merdae ATCC 43184; Alistipes shahii WAL 8301; Eubacterium dolichum DSM 3991; Bacteroides sp. 1_1_6; Ethanoligenens harbinense YUAN-3; Bacteroides sp. 2_1_22; Prevotella copri DSM 18205; Prevotella buccalis ATCC 35310; Collinsella stercoris DSM 13279; Bacteroides caccae ATCC 43185; Anaerotruncus colihominis DSM 17241; Clostridium hylemonae DSM 15053; Bacteroides coprophilus DSM 18228; Roseburia inulinivorans DSM 16841; Bacteroides finegoldii DSM 17565; Eubacterium hallii DSM 3353; Blautia wexlerae DSM 19850; Bryantella formatexigens DSM 14469; Bacteroides plebeius DSM 17135; Blautia hydrogenotrophica DSM 10507; Streptococcus thermophilus LMD-9; Adlercreutzia equolifaciens DSM 19450; Slackia exigua ATCC 700122; Olsenella uli DSM 7084; Solobacterium moorei DSM 22971; Ruminococcus obeum ATCC 29174; Ruminococcus bromii ATCC (L2-63); Clostridium methylpentosum DSM 5476; Clostridium leptum DSM 753; Clostridium nexile DSM 1787; Megasphaera sp. DSMZ 102144; Anaerofustis stercorihominis DSM 17244; Alistipes senegalensis JC50; Burkholderiales bacterium 1_1_47; Subdoligranulum sp. 4_3_54A2FAA; Clostridium bartlettii DSM 16795; Eggerthella lenta DSM 2243; Blautia sp. KLE 1732; Eubacterium biforme/Holdemanella biformis DSM 3989; Clostridium sp. VPI C48-50; Bilophila wadsworthia ATCC 49260; Holdemania filiformis DSM 12042; Eubacterium siraeum DSM 15702
31,23,Group_1_fast,NA,NA,NA,NA,NA,Bacteroides intestinalis DSM 17393; Catenibacterium mitsuokai DSM 15897; Clostridium asparagiforme DSM 15981; Faecalibacterium prausnitzii A2-165; Dorea longicatena DSM 13814; Bacteroides xylanisolvens DSMZ 18836; Butyricimonas virosa DSM 23226; Bacteroides fragilis 3_1_12; Bacteroides dorei DSM 17855; Bacteroides eggerthii DSM 20697; Eubacterium rectale ATCC 33656; Anaerostipes caccae DSM 14662; Clostridium bolteae ATCC BAA-613; Eubacterium ventriosum ATCC 27560; Clostridium hathewayi DSM 13479; Oscillibacter sp. KLE 1728; Bacteroides ovatus ATCC 8483; Bacteroides dorei 5_1_36/D4; Bifidobacterium pseudocatenulatum DSM 20438; Collinsella aerofaciens ATCC 25986; Clostridium saccharolyticum WM1; Lactobacillus ruminis ATCC 25644; Ruminococcus lactaris ATCC 29176; Bacteroides sp. 3_1_19; Roseburia intestinalis L1-82; Bacteroides sp. 2_1_16; Ruminococcus gauvreauii DSM 19829; Granulicatella adiacens ATCC 49175; Mitsuokella multacida DSM 20544; Bacteroides uniformis ATCC 8492; Dorea formicigenerans ATCC 27755; Blautia hansenii DSM 20583
